id,company,location,industry,total_laid_off,percentage_laid_off,date,stage,stage_group,funds_raised,country,source,date_added,year,month
2420,Camp K12,"Gurugram, Non-U.S.",Education,,0.70,2023-01-23,Series A,Early,16.00,India,https://themorningcontext.com/internet/camp-k12-lays-off-70-of-staff-refuses-to-pay-dues,2023-01-23,2023,2023-01
2421,Gemini,New York City,Crypto,,0.10,2023-01-23,Unknown,Unknown,423.00,United States,https://www.theinformation.com/articles/gemini-is-laying-off-10-of-staff-marking-latest-blow-for-winklevoss-crypto-startup,2023-01-23,2023,2023-01
2422,Yext,New York City,Marketing,,0.08,2023-01-23,Post-IPO,Mature/Exit,117.00,United States,https://www.marketwatch.com/story/yext-to-lay-off-8-of-staff-01674510853,2023-01-23,2023,2023-01
2423,BUX,"Amsterdam, Non-U.S.",Finance,,,2023-01-22,Series C,Growth,115.00,Netherlands,https://nltimes.nl/2023/01/22/investment-app-bux-cuts-workforce-reduce-costs,2023-01-23,2023,2023-01
2424,Google,SF Bay Area,Consumer,12000,0.06,2023-01-20,Post-IPO,Mature/Exit,26.00,United States,https://www.nytimes.com/2023/01/20/business/google-alphabet-layoffs.html,2023-01-20,2023,2023-01
2425,Wayfair,Boston,Retail,1750,0.10,2023-01-20,Post-IPO,Mature/Exit,1700.00,United States,https://www.wsj.com/articles/wayfair-is-preparing-to-lay-off-more-than-1-000-workers-11674161122,2023-01-20,2023,2023-01
2426,Swiggy,"Bengaluru, Non-U.S.",Food,380,0.06,2023-01-20,Unknown,Unknown,3600.00,India,https://economictimes.indiatimes.com/tech/startups/swiggy-to-layoff-380-employees-ceo-majety-tells-staff/articleshow/97164568.cms,2023-01-20,2023,2023-01
2427,MediBuddy,"Bengaluru, Non-U.S.",Healthcare,200,0.08,2023-01-20,Acquired,Mature/Exit,192.00,India,https://inc42.com/buzz/exclusive-lightrock-india-backed-medibuddy-lays-oaff-around-200-employees/,2023-01-21,2023,2023-01
2428,Vox Media,Washington D.C.,Media,130,0.07,2023-01-20,Series F,Late,307.00,United States,https://variety.com/2023/digital/news/vox-media-layoffs-130-employees-job-cuts-1235496467/,2023-01-21,2023,2023-01
2429,BitTorrent,SF Bay Area,Infrastructure,92,,2023-01-20,Acquired,Mature/Exit,,United States,https://www.bizjournals.com/sanfrancisco/news/2023/01/20/p2p-bittorrent-rainberry-tech-layoffs-torrent.html,2023-02-07,2023,2023-01
2430,Karat,Seattle,HR,47,,2023-01-20,Unknown,Unknown,169.00,United States,https://www.geekwire.com/2023/seattle-technical-interviewing-startup-karat-cuts-47-employees-citing-need-to-invest-in-growth/,2023-01-21,2023,2023-01
2431,Enjoei,"Sao Paulo, Non-U.S.",Retail,31,0.10,2023-01-20,Unknown,Unknown,14.00,Brazil,"https://www.terra.com.br/economia/dinheiro-em-dia/meu-negocio/depois-do-ipo-e-da-queda-enjoei-faz-a-sua-demissao-em-massa,e1d6c15174934d1010733071113dff43zabh1zv5.html",2023-01-23,2023,2023-01
2432,Edifecs,Seattle,Healthcare,30,,2023-01-20,Unknown,Unknown,1.00,United States,https://www.geekwire.com/2023/edifecs-lays-off-30-employees-in-the-u-s/,2023-01-21,2023,2023-01
2433,Citrine Informatics,SF Bay Area,Data,22,0.27,2023-01-20,Series C,Growth,64.00,United States,https://www.linkedin.com/posts/gregorymulholland_this-week-was-a-hard-one-for-our-team-at-activity-7022310417347596288-0cd3/,2023-01-21,2023,2023-01
2434,Avalara,Seattle,Finance,,,2023-01-20,Acquired,Mature/Exit,341.00,United States,https://www.geekwire.com/2023/tax-software-giant-avalara-reportedly-lays-off-workers/,2023-01-21,2023,2023-01
2435,Cyteir Therapeutics,Boston,Healthcare,,0.70,2023-01-20,Series C,Growth,156.00,United States,https://www.fiercebiotech.com/biotech/cyteir-lays-70-workforce-after-further-narrowing-cancer-drug-goals,2023-01-21,2023,2023-01
2436,Morning Consult,Washington D.C.,Data,,,2023-01-20,Series B,Early,91.00,United States,https://www.bizjournals.com/washington/news/2023/01/20/morning-consult-layoffs.html,2023-01-24,2023,2023-01
2437,TikTok,Los Angeles,Consumer,,,2023-01-20,Acquired,Mature/Exit,,United States,https://www.businessinsider.com/tiktok-layoffs-talent-acquisition-recruiting-human-resources-2023-1,2023-01-24,2023,2023-01
2438,Zappos,Las Vegas,Retail,,,2023-01-20,Acquired,Mature/Exit,62.00,United States,https://www.reviewjournal.com/business/zappos-implements-another-round-of-layoffs-2715896/,2023-01-21,2023,2023-01
2439,Capital One,Washington D.C.,Finance,1100,,2023-01-19,Post-IPO,Mature/Exit,,United States,https://www.reuters.com/technology/capital-one-scraps-1100-tech-positions-source-2023-01-19/,2023-01-20,2023,2023-01
2440,Proterra,SF Bay Area,Transportation,300,,2023-01-19,Post-IPO,Mature/Exit,1200.00,United States,https://news.yahoo.com/proterra-cut-jobs-merge-electric-232932585.html,2023-03-07,2023,2023-01
2441,WeWork,New York City,Real Estate,300,,2023-01-19,Post-IPO,Mature/Exit,22200.00,United States,https://investors.wework.com/news-and-events/press-releases/financial-releases-details/2023/WeWork-Announces-Date-of-Fourth-Quarter-and-Full-Year-2022-Results-Conference-Call/default.aspx,2023-01-19,2023,2023-01
2442,Hubilo,SF Bay Area,Other,115,0.35,2023-01-19,Series B,Early,153.00,United States,https://inc42.com/buzz/hubilo-fires-35-of-its-workforce-in-second-round-of-layoffs-within-6-months/,2023-01-20,2023,2023-01
2443,Saks.com,New York City,Retail,100,0.05,2023-01-19,Unknown,Unknown,965.00,United States,https://wwd.com/business-news/retail/saks-com-triggering-layoffs-1235484907/,2023-01-21,2023,2023-01
2444,CS Disco,Austin,Legal,62,0.09,2023-01-19,Post-IPO,Mature/Exit,233.00,United States,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001625641/f8a9ad04-6c29-4631-b07d-b08d849fbcfa.pdf,2023-01-21,2023,2023-01
2445,Riot Games,Los Angeles,Consumer,46,,2023-01-19,Acquired,Mature/Exit,21.00,United States,https://www.eurogamer.net/riot-games-reportedly-making-layoffs,2023-01-20,2023,2023-01
2446,Hydrow,Boston,Fitness,30,,2023-01-19,Series D,Growth,269.00,United States,https://www.bostonglobe.com/2023/01/20/business/more-rough-waters-rowing-startup-hydrow/,2023-01-21,2023,2023-01
2980,Drop,"Toronto, Non-U.S.",Marketing,24,,2022-11-01,Series B,Early,56.00,Canada,Internal memo,2022-11-03,2022,2022-11
2447,Earth Rides,Nashville,Transportation,,1.00,2023-01-19,Unknown,Unknown,2.00,United States,https://fox17.com/news/local/google-apple-news-nashville-middle-tennessee-earth-rides-ride-share-company-randomly-shuts-down-employees-without-paychecks,2023-01-29,2023,2023-01
2448,Fandom,SF Bay Area,Media,,,2023-01-19,Series E,Growth,145.00,United States,https://variety.com/2023/digital/news/fandom-layoffs-giant-bomb-gamespot-metacritic-tv-guide-1235495258/,2023-01-20,2023,2023-01
2449,IAM Robotics,Pittsburgh,Hardware,,,2023-01-19,Unknown,Unknown,21.00,United States,https://www.linkedin.com/feed/update/urn:li:activity:7021996164593909760/,2023-01-21,2023,2023-01
2450,Icertis,Seattle,Legal,,,2023-01-19,Unknown,Unknown,521.00,United States,https://www.bizjournals.com/seattle/news/2023/01/19/icertis-layoffs-bellevue-unicorn-contract-software.html,2023-01-20,2023,2023-01
2451,Magnite,Los Angeles,Marketing,,0.06,2023-01-19,Post-IPO,Mature/Exit,400.00,United States,https://seekingalpha.com/news/3926164-magnite-slashes-jobs-by-6-globally-sec-filing,2023-01-20,2023,2023-01
2452,Mudafy,"Mexico City, Non-U.S.",Real Estate,,0.70,2023-01-19,Series A,Early,13.00,Mexico,https://www.cronista.com/infotechnology/actualidad/vuelven-los-despidos-masivos-la-empresa-mudafy-echo-al-90-de-sus-empleados/,2023-01-20,2023,2023-01
2453,Personalis,SF Bay Area,Healthcare,,0.30,2023-01-19,Post-IPO,Mature/Exit,225.00,United States,https://www.genomeweb.com/business-news/personalis-lay-30-percent-workforce#.Y8nuFezMK8A,2023-01-20,2023,2023-01
2454,Prisma,SF Bay Area,Data,,0.28,2023-01-19,Series B,Early,56.00,United States,https://www.prisma.io/blog/restructure-announcement-1a9ek279du8j,2023-01-21,2023,2023-01
2455,Spaceship,"Sydney, Non-U.S.",Finance,,,2023-01-19,Series A,Early,41.00,Australia,https://www.financialstandard.com.au/news/spaceship-reduces-headcount-reorganises-executive-team-179798117,2023-01-24,2023,2023-01
2456,Wallbox,"Barcelona, Non-U.S.",Energy,,0.15,2023-01-19,Post-IPO,Mature/Exit,167.00,Spain,https://investorplace.com/2023/01/wallbox-layoffs-2023-what-to-know-about-the-latest-wbx-job-cuts/,2023-01-20,2023,2023-01
2457,Microsoft,Seattle,Other,10000,0.05,2023-01-18,Post-IPO,Mature/Exit,1.00,United States,https://www.usatoday.com/story/money/2023/01/18/microsoft-layoffs-10000-employees-stock/11074235002/,2023-01-18,2023,2023-01
2458,Sophos,"Oxford, Non-U.S.",Security,450,0.10,2023-01-18,Acquired,Mature/Exit,125.00,United Kingdom,https://techcrunch.com/2023/01/18/sophos-global-layoffs/,2023-01-18,2023,2023-01
2459,Teladoc Health,New York City,Healthcare,300,0.06,2023-01-18,Post-IPO,Mature/Exit,172.00,United States,https://digitalhealth.modernhealthcare.com/finance/teladoc-health-layoffs-staff-cut-jason-gorevic,2023-01-18,2023,2023-01
2460,Vroom,New York City,Transportation,275,0.20,2023-01-18,Post-IPO,Mature/Exit,1300.00,United States,https://seekingalpha.com/news/3925618-vroom-slashes-workforce-by-20,2023-01-20,2023,2023-01
2461,8x8,SF Bay Area,Support,155,0.07,2023-01-18,Post-IPO,Mature/Exit,253.00,United States,https://www.channelfutures.com/business-models/8x8-to-reduce-7-of-workforce-significantly-impacting-channel-staff,2023-01-18,2023,2023-01
2462,Pagaya,"Tel Aviv, Non-U.S.",Finance,140,0.20,2023-01-18,Post-IPO,Mature/Exit,571.00,Israel,https://www.calcalistech.com/ctechnews/article/rjdsyoboo,2023-01-18,2023,2023-01
2463,Benevity,"Calgary, Non-U.S.",Other,137,0.14,2023-01-18,Unknown,Unknown,69.00,Canada,https://benevity.com/message-kelly-schmitt,2023-01-18,2023,2023-01
2464,Inspirato,Denver,Travel,109,0.12,2023-01-18,Post-IPO,Mature/Exit,179.00,United States,https://sports.yahoo.com/inspirato-announces-plan-streamline-operations-233000003.html,2023-01-20,2023,2023-01
2465,Jumpcloud,Boulder,Security,100,0.12,2023-01-18,Series F,Late,416.00,United States,https://jumpcloud.com/blog/jumpcloud-restructuring,2023-01-18,2023,2023-01
2466,nCino,Wilmington,Finance,100,0.07,2023-01-18,Post-IPO,Mature/Exit,1100.00,United States,https://portcitydaily.com/local-news/2023/01/18/ncino-lays-off-7-of-workforce-cites-challenges-in-global-economy/,2023-01-19,2023,2023-01
2467,Starry,Boston,Other,100,0.24,2023-01-18,Post-IPO,Mature/Exit,260.00,United States,https://seekingalpha.com/news/3925492-starry-group-announces-24-job-cuts,2023-01-18,2023,2023-01
2468,Hootsuite,"Vancouver, Non-U.S.",Marketing,70,0.07,2023-01-18,Series C,Growth,300.00,Canada,https://www.theglobeandmail.com/business/article-hootsuite-replaces-ceo-announces-layoffs/,2023-01-18,2023,2023-01
2469,Clue,"Berlin, Non-U.S.",Healthcare,31,0.31,2023-01-18,Unknown,Unknown,47.00,Germany,https://www.businessinsider.de/gruenderszene/business/fruchtbarkeits-startup-clue-entlaesst-viertel-der-belegschaft-a/,2023-01-18,2023,2023-01
2470,Addepar,SF Bay Area,Finance,20,0.03,2023-01-18,Series F,Late,491.00,United States,https://fortune.com/2023/01/17/addepar-a-wealth-management-startup-launched-by-the-co-founder-of-palantir-is-the-latest-fintech-to-cut-jobs/,2023-01-18,2023,2023-01
2471,80 Acres Farms,Cincinnati,Food,,0.10,2023-01-18,Unknown,Unknown,275.00,United States,https://www.bizjournals.com/cincinnati/inno/stories/news/2023/01/18/80-acres-cuts-jobs-tech-industry-job-loses.html,2023-01-19,2023,2023-01
2472,Aiven,"Helsinki, Non-U.S.",Infrastructure,,0.20,2023-01-18,Series D,Growth,420.00,Finland,https://aiven.io/blog/a-message-from-our-ceo-oskari-saarenmaa,2023-01-18,2023,2023-01
2473,Bally's Interactive,Providence,Consumer,,0.15,2023-01-18,Post-IPO,Mature/Exit,946.00,United States,https://www.legalsportsreport.com/98714/filing-ballys-cutting-up-to-15-of-interactive-employees/,2023-01-21,2023,2023-01
2474,Betterfly,"Santiago, Non-U.S.",Healthcare,,0.30,2023-01-18,Series C,Growth,204.00,Chile,https://www.eleconomista.com.mx/sectorfinanciero/Betterfly-despide-al-30-de-sus-colaboradores-por-cambio-de-de-foco-y-crisis-economica-20230118-0056.html,2023-01-20,2023,2023-01
2475,Cazoo,"London, Non-U.S.",Transportation,,,2023-01-18,Post-IPO,Mature/Exit,2000.00,United Kingdom,https://sifted.eu/articles/cazoo-alex-chesterman-ceo-exit/,2023-01-19,2023,2023-01
2476,Coda,SF Bay Area,Other,,,2023-01-18,Series D,Growth,240.00,United States,Internal memo,2023-02-16,2023,2023-01
2477,Cypress.io,Atlanta,Product,,,2023-01-18,Series B,Early,54.00,United States,https://www.linkedin.com/feed/update/urn:li:activity:7021582263465189376/,2023-01-20,2023,2023-01
2478,Lucid Diagnostics,New York City,Healthcare,,0.20,2023-01-18,Post-IPO,Mature/Exit,,United States,https://www.genomeweb.com/business-news/lucid-diagnostics-lays-20-percent-workforce-business-reprioritization#.Y9HdouzMK8A,2023-01-26,2023,2023-01
2479,Mavenir,Dallas,Infrastructure,,,2023-01-18,Acquired,Mature/Exit,854.00,United States,https://www.fiercewireless.com/wireless/mavenir-executes-some-layoffs-related-rcs-disappointment,2023-01-21,2023,2023-01
2480,Redbubble,"Melbourne, Non-U.S.",Retail,,0.14,2023-01-18,Post-IPO,Mature/Exit,55.00,Australia,https://www.afr.com/companies/retail/redbubble-makes-14pc-of-staff-redundant-20230118-p5cdeh,2023-01-18,2023,2023-01
2481,Lightspeed Commerce,"Montreal, Non-U.S.",Retail,300,0.10,2023-01-17,Post-IPO,Mature/Exit,1200.00,Canada,https://www.prnewswire.com/news-releases/lightspeed-commerce-streamlines-operations-with-a-continued-focus-on-profitable-growth-301723292.html,2023-01-17,2023,2023-01
2482,Unity,SF Bay Area,Other,284,0.03,2023-01-17,Post-IPO,Mature/Exit,1300.00,United States,https://www.wsj.com/articles/unity-software-lays-off-more-workers-as-tech-job-cuts-grow-11673974721,2023-01-17,2023,2023-01
2483,Britishvolt,"London, Non-U.S.",Transportation,206,1.00,2023-01-17,Unknown,Unknown,2400.00,United Kingdom,https://www.nytimes.com/2023/01/17/business/uk-britishvolt-battery-maker-bankruptcy.html,2023-01-18,2023,2023-01
2484,Clutch,"Toronto, Non-U.S.",Transportation,150,,2023-01-17,Unknown,Unknown,253.00,Canada,https://www.theglobeandmail.com/business/article-lightspeed-commerce-job-cuts/,2023-01-18,2023,2023-01
2485,Exotel,"Bengaluru, Non-U.S.",Support,142,0.15,2023-01-17,Series D,Growth,87.00,India,https://inc42.com/buzz/exclusive-saas-startup-exotel-lays-off-142-employees-amid-biz-restructuring/,2023-01-18,2023,2023-01
2486,Unico,"Sao Paulo, Non-U.S.",Other,110,0.10,2023-01-17,Series D,Growth,336.00,Brazil,https://startups.com.br/noticias/unicornio-unico-demite-cerca-de-110-pessoas-105-da-forca/,2023-01-18,2023,2023-01
2487,Tul,"Bogota, Non-U.S.",Construction,100,,2023-01-17,Series B,Early,218.00,Colombia,https://www.valoraanalitik.com/2023/01/17/plataforma-tul-anuncia-recorte-de-personal-y-revisa-estrategia-en-colombia-y-mexico/,2023-01-19,2023,2023-01
2488,American Robotics,Boston,Other,50,0.65,2023-01-17,Acquired,Mature/Exit,92.00,United States,https://www.bostonglobe.com/2023/01/17/business/new-year-brings-new-tech-layoffs/,2023-01-20,2023,2023-01
2489,Luxury Presence,Los Angeles,Real Estate,44,,2023-01-17,Series B,Early,31.00,United States,https://www.inman.com/2023/01/17/website-builder-luxury-presence-lays-off-44-employees/,2023-01-18,2023,2023-01
2490,RingCentral,SF Bay Area,Other,30,,2023-01-17,Post-IPO,Mature/Exit,44.00,United States,https://www.channelfutures.com/business-models/ringcentral-tidying-up-the-books-with-new-layoffs-8x8-acquisition-looming,2023-01-18,2023,2023-01
2491,Avaya,Durham,Other,,,2023-01-17,Post-IPO,Mature/Exit,700.00,United States,https://www.bizjournals.com/triad/news/2023/01/17/more-avaya-layoffs-as-bankruptcy-speculation-grows.html,2023-08-01,2023,2023-01
2492,Fishbrain,"Stockholm, Non-U.S.",Consumer,,,2023-01-17,Unknown,Unknown,59.00,Sweden,https://www.breakit.se/artikel/35639/sparpaket-pa-fishbrain-nu-far-var-femte-sluta,2023-01-21,2023,2023-01
2493,GoMechanic,"Gurugram, Non-U.S.",Transportation,,0.70,2023-01-17,Series C,Growth,54.00,India,https://inc42.com/buzz/gomechanic-sacks-70-staff-investor-sequoia-launches-forensic-audit/,2023-01-18,2023,2023-01
2494,LiveVox,SF Bay Area,Support,,0.16,2023-01-17,Post-IPO,Mature/Exit,12.00,United States,https://www.marketscreener.com/quote/stock/LIVEVOX-HOLDINGS-INC-124007856/news/LiveVox-Costs-Associated-with-Exit-Disposal-Form-8-K-42747855/,2023-01-21,2023,2023-01
2495,Oracle,SF Bay Area,Other,,,2023-01-17,Post-IPO,Mature/Exit,,United States,https://www.businessinsider.com/leaked-oracle-emails-exec-leaving-layoffs-advertising-reorg-2023-1?IR=T,2023-01-27,2023,2023-01
2496,Rappi,"Buenos Aires, Non-U.S.",Food,,,2023-01-17,Unknown,Unknown,2300.00,Argentina,https://www.bloomberglinea.com/2023/01/17/cambios-en-rappi-argentina-nuevas-ciudades-ascenso-y-reorganizacion-en-el-pais/,2023-01-20,2023,2023-01
2497,RateGenius,Austin,Finance,,,2023-01-17,Acquired,Mature/Exit,2.00,United States,https://www.bizjournals.com/austin/inno/stories/news/2023/01/17/rategenius-lays-off-100-plus.html,2023-01-18,2023,2023-01
2498,XP,"Sao Paulo, Non-U.S.",Finance,,,2023-01-17,Post-IPO,Mature/Exit,,Brazil,https://braziljournal.com/xp-cortes-podem-chegar-a-10-da-empresa/,2023-01-27,2023,2023-01
2499,PagBank,"Sao Paulo, Non-U.S.",Finance,500,0.07,2023-01-16,Post-IPO,Mature/Exit,,Brazil,"https://www.terra.com.br/amp/economia/dinheiro-em-dia/meu-negocio/pagbank-faz-sua-onda-de-layoffs-e-demite-7-do-quadro,718b40b34ae12981e16f3f1a17a25359dzxawknq.html",2023-01-17,2023,2023-01
2500,ShareChat,"Bengaluru, Non-U.S.",Consumer,500,0.20,2023-01-16,Series H,Late,1700.00,India,https://inc42.com/buzz/sharechat-moj-parent-fires-500-employees/,2023-01-16,2023,2023-01
2501,Gramophone,"Indore, Non-U.S.",Food,75,,2023-01-16,Series B,Early,17.00,India,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,2023-01-16,2023,2023-01
2502,ClearCo,"Toronto, Non-U.S.",Finance,50,0.30,2023-01-16,Series C,Growth,698.00,Canada,https://betakit.com/michele-romanow-clearco-ceo-layoffs/,2023-01-16,2023,2023-01
2503,Dunzo,"Bengaluru, Non-U.S.",Food,,0.03,2023-01-16,Unknown,Unknown,382.00,India,https://yourstory.com/2023/01/grocery-delivery-startup-dunzo-laid-off-3-of-its-workforce,2023-01-16,2023,2023-01
2504,Ignition,"Sydney, Non-U.S.",Finance,,0.10,2023-01-16,Series C,Growth,74.00,Australia,https://www.linkedin.com/posts/activity-7020865045949534208-BYRD/,2023-01-17,2023,2023-01
2505,Rebel Foods,"Mumbai, Non-U.S.",Food,,0.02,2023-01-16,Unknown,Unknown,548.00,India,https://yourstory.com/2023/01/cloud-kitchen-startup-rebel-foods-layoff-employees-workforce,2023-01-16,2023,2023-01
2506,Captain Fresh,"Bengaluru, Non-U.S.",Food,120,,2023-01-15,Series C,Growth,126.00,India,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,2023-01-16,2023,2023-01
2507,Snappy,New York City,Marketing,100,0.30,2023-01-15,Series C,Growth,104.00,United States,https://www.calcalistech.com/ctechnews/article/byyrkbzso,2023-01-19,2023,2023-01
2508,BharatAgri,"Mumbai, Non-U.S.",Food,40,0.43,2023-01-15,Series A,Early,21.00,India,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,2023-01-16,2023,2023-01
2509,DeHaat,"Patna, Non-U.S.",Food,,0.05,2023-01-15,Series E,Growth,254.00,India,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,2023-01-16,2023,2023-01
